_id,geometry,map_id,name,size_ha,province,district,commune,type_area,category,region,issuedate,reference,referen_kh,last_updat,language
293,0106000020887F0000010000000103000000010000000700000038674469D04A2241D878E95623B936413867446968472241D878E9563DC53641386744697C462241D878E956A6C536413867446976492241D878E95652C6364138674469044F2241D878E956D3C6364138674469D4552241D878E956E8BA364138674469D04A2241D878E95623B93641,f_cfi_650,Phum Sma Koh,403,Stung Treng,Thala Barivat,Kaoh Sralay,Fisheries,Community Fishery,Inland fishery,10/9/2010,Prakas_No_579__10.09.2010.pdf,,04.03.2022,English
294,0106000020887F0000010000000103000000010000000600000038674469406F2241D878E9565C74374138674469B0722241D878E956A574374138674469EE762241D878E9562772374138674469CE702241D878E956CC713741386744692C702241D878E9561173374138674469406F2241D878E9565C743741,f_cfi_655,Phum Kandal,86,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,10/9/2010,Prakas_No_579__10.09.2010.pdf,,04.03.2022,English
295,0106000020887F0000010000000103000000010000000700000038674469BEE42241D878E95692F736413867446914D42241D878E95648ED3641386744698ACF2241D878E95689E836413867446996CC2241D878E9569AE93641386744697EDD2241D878E9560BF636413867446938E22241D878E956B2F8364138674469BEE42241D878E95692F73641,f_cfi_652,Phum Sdao 2,324,Stung Treng,Sesan,Sdau,Fisheries,Community Fishery,Inland fishery,10/9/2010,Prakas_No_579__10.09.2010.pdf,,04.03.2022,English
296,0106000020887F0000010000000103000000010000000D000000D066D567ACCD1741984C151C1EFD3441D066D5679CE41741984C151C23043541D066D56718001841984C151CA40A3541D066D567F4EE1741984C151CA0103541D066D567ACEF1741984C151C7D163541D066D567B8D81741984C151C23223541D066D567FCD91741984C151C02223541D066D567C4F01741984C151C5C163541D066D567A0EF1741984C151C7A103541D066D56730021841984C151C7F0A3541D066D56798E81741984C151CEE033541D066D5670CCF1741984C151C44FD3441D066D567ACCD1741984C151C1EFD3441,f_cfi_657,Boeung Dang Teuk Leach,135,Pursat,Krakor,Tnaot Chum,Fisheries,Community Fishery,Inland fishery,10/10/2019,Prakas_No_429__10.10.2019.pdf,,04.03.2022,English
297,0106000020887F0000010000000103000000010000000700000038674469CE702241D878E956CC713741386744692C702241D878E9561173374138674469AC762241D878E956127037413867446918782241D878E956676C3741386744691E732241D878E956866E3741386744699C712241D878E9560370374138674469CE702241D878E956CC713741,f_cfi_654,Phum Kraom,235,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,10/9/2010,Prakas_No_579__10.09.2010.pdf,,04.03.2022,English
298,0106000020887F0000010000000103000000010000000B000000761542E5A5BC2241A614156E96E93441D4A764E583C622413A61576E90EB344116515DE563C62241952D596EE0EB3441BE215DE56DC622413790596EE6EB34417DF25CE577C62241DFF2596EECEB3441127696E59DD422419224B66E4AEE34411BEC14E675D422418F40856E26E834415F4001E6C9C82241AD762D6EC5E43441129DECE529C62241CD03206ECAE4344182F1E0E543C2224118AB046EE3E33441761542E5A5BC2241A614156E96E93441,f_cfi_681,Prek Ta Theung,530,Kratie,Chetr Borei,Bosalav,Fisheries,Community Fishery,Inland fishery,10/9/2010,Agreement_Prek_Ta_Thoeung__19.08.2009.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
299,0106000020887F0000010000000103000000010000000B0000003D586CE15792224117C4426ED80B35417FE5CDE199982241DF1F4D6E050935419BDB6DE2D9992241C7971A6E380135417DA871E26F962241A42FFF6DC5FF344109004AE0A34D2241A367B76C8A01354167674CE0F94E2241D75AC06CF10135418ECF49E0A1512241D42FD56C270335416D5780E153852241E87FDA6D120635415D8B5BE1BF88224122F8016E44093541F6AE51E1398C2241C66E1F6E0B0B35413D586CE15792224117C4426ED80B3541,f_cfi_741,Prek Roka,595,Kratie,Prek Prasab,Saob,Fisheries,Community Fishery,Inland fishery,,Agreement_Prek_Roka__15.07.2011.pdf,,29.04.2022,English
300,0106000020887F0000010000000103000000010000000A00000043BADEE3B1E32141AB51496750943441612A37E5CDE02141A35E4666157C3441DC3199E695E02141A15A4C65F3643441DCD07BE6F1DD21419AB04265026534414D1BC3E46BD5214187D719660A7C3441AF1FC9E349C0214134B7E1654D7E344168851BE391B62141F685F3657583344108BCF5E2BBBD21410F725B66058B34414BD81EE3ABCB2141866CD1668D91344143BADEE3B1E32141AB51496750943441,f_cfi_576,Thae Reaksa Karpear Macha Dong Stung,2867,Tboung Khmum,Krouch Chhmar,Chhuk,Fisheries,Community Fishery,Inland fishery,28/11/2008,Agreement_Thae_Reaksa_Karpear_Macha_Dong_Stung__28.11.2018.pdf,,29.04.2022,English
301,0106000020887F0000010000000103000000010000000B000000762BD2E791982241DA3BCC6BC3B934412445C9E5AB5922418596926A27B83441683662E5135D22417F05E46A7CBF3441983462E5175D2241A729E46A7EBF344150EA61E51B5D22415B71E46A84BF344163EA81E523622241732B016B24C03441018370E6277722416A1B486B0FBD34412F102DE6277E2241207DA56BD7C33441B61ABEE6A98522416FF8A36B95BF3441724C6BE7B5912241EE75BE6BFCBB3441762BD2E791982241DA3BCC6BC3B93441,f_cfi_676,Kampong Kor,1856,Kratie,Prek Prasab,Kampong Kor,Fisheries,Community Fishery,Inland fishery,,Agreement_Kampong_Kor__26.08.2009.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
302,0106000020887F0000010000000103000000010000000D000000DA424AEADDBE20412BDE024521A5324126DD1FEBA3C72041CBA1DE4487A2324144DC45EC01D52041969EF34404A23241774800EEE1EC2041DF49CC4535A932419D839AEE1FF42041F67BE14550A93241828904EF2FED2041EA87AF43919032414DB56BF09DF320413CA2EC41CE7B32414D743FF073F02041B3F5A84134793241827EF4E9ADAB2041FB049341877F3241793DBBE921A92041796C8D41877F324102EBBEEAEDBC2041A4C48043C8933241354630EAA3BD2041CEEDFE4414A53241DA424AEADDBE20412BDE024521A53241,f_cfi_505,Samaki Boeng Krachab,7508,Prey Veng,Kampong Trabaek;Preah Sdach,Peam Bontear;Cheang Dek;Banteay Chakrei,Fisheries,Community Fishery,Inland fishery,6/1/2016,Agreement_Samaki_Boeung_Kra_Chab__02.04.2013.pdf;Prakas_No_003__06.01.2016.pdf,,29.04.2022,English
303,0106000020887F0000010000000103000000010000000D000000B0CFEDA1F7D21141D260C18623783641CC75D6AFD6C9114119CB48643F8F364122E061A9B70312417624B5854B9436415F5035A90B571241918B4A841E963641383D2AA9C3931241CA8F4783CE973641716DDEA887BF1241213F9282069836410EC533A84BB912410DE4B18240953641E89632A633A81241F85B0983078D3641E120EDA46F8012417B62BA83208736416EA3B9A43B6512410EB32F84AF8536418AB264A4A3311241D6841085318336412EA5F9A2D7191241C57C81856D7D3641B0CFEDA1F7D21141D260C18623783641,f_cfi_750,Nikom - Chroy Sdao,7110,Battambang,Thma Koul,Chrouy Sdau,Fisheries,Community Fishery,Inland fishery,,Agreement_Nikom_Chroy_Sdao__26.12.2007.pdf,,29.04.2022,English
304,0106000020887F0000010000000103000000010000000B00000089824C924B611E41D2C7BA58CDD23341314D219497811E417E3D5759A5DD3341E5194E930B731E41F595C658A5D3334176580C93836E1E41FAA7C1584DD33341925793922B661E41CC3EBE580DD3334175B8D1911F591E41FD757C5886CE334195D7B19113571E4140D56058A4CC33418251939113551E415664505885CB3341AD259F91B7551E414B187158BDCD3341E9929E91AB551E41F3977258D7CD334189824C924B611E41D2C7BA58CDD23341,f_cfi_688,Boeung Damrey Chhlang and Kahay,37,Kandal,Moukh Kampoul,Prek Anchanh,Fisheries,Community Fishery,Inland fishery,10/9/2010,Agreement_Boeung_Damrey_Chhlang_Kahay__26.11.2009.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
305,0106000020887F0000010000000103000000010000001300000002A22DC2CF42124172AA838342F63641378429BFA37312417330DA82B4ED36414DD745BD636812413BD52883DBE53641241EA8BC7B6C12418BF71F83BCE3364198FC21BC536A1241A42D31839FE136419D97F7BB1F691241C5E43883EDE03641018890BB3B671241FD0D47834BDF3641A699F4BA476312415C2D6183C5DC364103EA6DBAE3601241DD1F7383A6DA364135A4BFB917551241F88BB08378D736416E0552BAEB491241DB0EDA830FD93641A6C39BBA674A1241F7EAD3832BDA364113583FBB0743124107B5EB8331DC364177B57DBC0B38124148F80A8448E03641D890C6BC3B31124188572584FCE03641E853C8BC2B2912414C62498495E0364146ACE0BD9B3512418AA8018458E53641EA08FDBDA7381241B65EF283EDE5364102A22DC2CF42124172AA838342F63641,f_cfi_661,Rohal Lechsreh,2168,Banteay Meanchey,Preah Netr Preah,Preah Netr Preah,Fisheries,Community Fishery,Inland fishery,10/9/2010,Agreement_Rohal_Lich_Sreh__12.10.2008.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
306,0106000020887F0000010000000103000000010000000B0000009FD9517E3FCF1C419A86505D071E344110517880DFFE1C41952CEA5C3C183441C435058053F71C4123F8D45C47163441260618805BF91C41A9ADC95C7F1534414BB36B7FE3EE1C414E949C5C971134410A8F3C7F63EC1C418A068A5C1110344192E6137F03E91C414556905C66103441DCC00F7FB7E71C417726A25CB3113441F16FB57E7BE01C41FE00AB5C0D12344101FD547E53D61C414836DE5C821534419FD9517E3FCF1C419A86505D071E3441,f_cfi_729,Nak Ta Hang,,Kampong Chhnang,Kampong Tralach,Kampong Tralach,Fisheries,Community Fishery,Inland fishery,,Agreement_Nak_Ta_Hang__11.01.2008.pdf,,29.04.2022,English
307,0106000020887F0000010000000103000000010000001400000072E25582F71C1D4195BB645D07233441A76B88838F361D415544405D232134416C4FBC83D73A1D41A0E53A5DDF203441E41BD783073D1D413199385DC5203441F0B24B8453461D41B043335DAE2034414C4516846B431D41FB74185D7B1E3441B1D40584C3441D417635DF5C131A344180FFFF839F441D413A69D85C8B1934416D47D78337411D41D9AEDE5CE91934419C1968830F3A1D41C758C15C641734416EA46F827F271D418518BA5C27163441947F76827F261D41F263D95C8718344129586182B3241D41B927DD5CC0183441F1A82C82EF201D415925D85C38183441233B2582F31F1D411B93E05CD51834410F85F881B31B1D41B259F15CF71934419AEAF081971A1D41F3C9FB5CBB1A3441959A0883772E1D41AE751B5DF51D34410A2A5F82FB1F1D412716385DA41F344172E25582F71C1D4195BB645D07233441,f_cfi_725,Kampong Kdar,552,Kampong Chhnang,Kampong Tralach,Kampong Tralach,Fisheries,Community Fishery,Inland fishery,,Agreement_Prek_Konlong__11.01.2008.pdf,,29.04.2022,English
308,0106000020887F0000010000000103000000010000000A00000074C9EF843B4D1D41B2C7B35D182B344161499184234A1D41A033565D8F233441F0B24B8453461D41B043335DAE203441E41BD783073D1D413199385DC52034416C4FBC83D73A1D41A0E53A5DDF203441A6B59A828B1E1D4106F3AC5DCF283441B60AD18283221D418679B25D682934418899EE82C3241D4157D0B35D9A29344172B2168397271D419504BA5D352A344174C9EF843B4D1D41B2C7B35D182B3441,f_cfi_715,Kien rokar boeng khleng por,388,Kampong Chhnang,Kampong Tralach,Kampong Tralach,Fisheries,Community Fishery,Inland fishery,,Agreement_Kien_Rokar_Boeung_Khleng_Por__11.01.2008.pdf,,29.04.2022,English
309,0106000020887F0000010000000103000000010000000F0000002A0A6682B7161D41725FF15DF72D34410322AB825B1C1D411805EE5DED2D34414ED1F28243221D418F8FE95DCE2D3441B166D884E3491D41AC51D35D812D344174C9EF843B4D1D41B2C7B35D182B344172B2168397271D419504BA5D352A34418899EE82C3241D4157D0B35D9A293441B60AD18283221D418679B25D68293441A6B59A828B1E1D4106F3AC5DCF2834416C4FBC83D73A1D41A0E53A5DDF203441A76B88838F361D415544405D2321344172E25582F71C1D4195BB645D0723344156E845822B171D4168A3BA5D9A29344185400782C70F1D41DDAEE75DE62C34412A0A6682B7161D41725FF15DF72D3441,f_cfi_713,Kampong Kdar,601,Kampong Chhnang,Kampong Tralach,Kampong Tralach,Fisheries,Community Fishery,Inland fishery,,Agreement_Kampong_Kdar__11.01.2008.pdf,,29.04.2022,English
310,0106000020887F0000010000000103000000010000000B0000002D7CDADDF1A722416E700B70DE41354117AE4ADD9BA52241139F26708E4835412C8744DD75A522415C732770D4483541B78B44DD7DA522414BA62770D6483541695E44DD83A52241CDDA2770DA4835418A0E44DD91A52241A14D2870E2483541AC2483DD1DAA2241DDA73370EF463541CE9DA2DD53AE2241AF314670834635412F2BBBDD51AE2241BBF53E7044453541B3DACFDD2FAD22417E5F3170E64335412D7CDADDF1A722416E700B70DE413541,f_cfi_682,Kampi,115,Kratie,Chetr Borei,Sambok,Fisheries,Community Fishery,Inland fishery,10/9/2010,Agreement_Kampi__25.08.2009.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
311,0106000020887F0000010000000103000000010000000E0000001C1BC67F5F711B4114208468B525354159468D8137B41B41A50B43687A263541881DEB81C3B71B419EEE5B68C52A35413C661082679E1B41156BC268B136354193AFDE8363CD1B412965D5685A413541BB672A8667531C41859FF767903035411FBB93854F471C4130A0DC67F72A354133CE32843B1A1C41AFE6E567BF263541A8CF6083AF1A1C41369E7E67B81735413D7C4D8203DF1B413925F267A7203541509D8F8157C01B415CBD1668AF213541F0679E802F981B41FDA84A6856233541B9AE2B80338A1B41331A51681C2235411C1BC67F5F711B4114208468B5253541,f_cfi_691,Phlauv Touk,6740,Kampong Chhnang,Kampong Leaeng,Phlov Tuk,Fisheries,Community Fishery,Inland fishery,10/10/2019,Agreement_Phlauv_Touk__05.09.2017.pdf;Prakas_No_429__10.10.2019.pdf,,29.04.2022,English
312,0106000020887F0000010000000103000000010000000B0000009A96C1DD599622418E4A9E6F043E354101F1F1DDCB9422414DD6846F083B3541F9DB05DE3F902241D825606F9C383541DD3EDADD6B8B22414FD94D6F6C393541E2ED7CDD51892241EA995D6FB53D3541EFDC74DDC18922410C08636F443E354112A66FDDBF8B2241B8CA716F243F35419DA98FDDF58F2241A48A836FB83E3541BD0994DDC99122410B408E6F093F3541FA659DDD499322414B40956FFE3E35419A96C1DD599622418E4A9E6F043E3541,f_cfi_677,Laiet,198,Kratie,Prek Prasab,Chrouy Banteay,Fisheries,Community Fishery,Inland fishery,10/9/2010,Agreement_Laiet__26.08.2009.pdf;Prakas_No_579__10.09.2010.pdf,,29.04.2022,English
313,0106000020887F0000010000000103000000010000000B0000000E3689DECF8D22412B22256FF6303541AA726FDE278B224103961B6F7A313541A40743DE91872241A3F6116FB032354104C213DE438222416FD5FD6E84333541C2CEA9DD7F872241A248436FC73A3541D0F11DDE219322418BC76B6F3B383541143F89DEED8D22411AEB256FFF3035414EA689DED58D22410326256FF2303541FC2489DEC98D2241FFFE246FF5303541E20089DEC38D22411AE2246FF53035410E3689DECF8D22412B22256FF6303541,f_cfi_739,Khsach Tub,307,Kratie,Prek Prasab,Chrouy Banteay,Fisheries,Community Fishery,Inland fishery,,Agreement_Khsach_Tub__26.08.2009.pdf,,29.04.2022,English
314,0106000020887F0000010000000103000000010000000A000000C3D7398727E71D41FEFEC6441AB632419A8433903F531E41A0BDB044CCB532416D52A2907B581E414361A64454B53241A67EA1907B581E414DA095448CB4324145B2239093521E410E66954485B43241CBB79C926B701E411EF1264472AF3241780018923B6A1E41B1D81F441CAF3241160AF090635C1E419E392E44C0AF324115D127878FE71D41B0232F440BAF3241C3D7398727E71D41FEFEC6441AB63241,f_cfi_745,Angkeanh,1267,Takeo,Prey Kabbas,Angkanh,Fisheries,Community Fishery,Inland fishery,,Agreement_Angkeanh__03.06.2016.pdf,,29.04.2022,English
315,0106000020887F0000010000000103000000010000000D0000009C7C0EAB97BB11412A7E00874F9B36418CB058ABBFD311414DCB9086179D36410AB71CAC5F1B1241FE9D4A852BA23641DA5D00ACF32B12416EAD02854EA2364180EEB1ABCF4A1241BAB27E842FA23641B46624AB4B661241D0D70C8403A13641BCE372AAAF85124178A28C83689F3641716DDEA887BF1241213F928206983641383D2AA9C3931241CA8F4783CE9736415F5035A90B571241918B4A841E96364186F587A8B703124102FBD1854B94364105B684A743C911414017DF86058F36419C7C0EAB97BB11412A7E00874F9B3641,f_cfi_751,Poi Ta Sek,4130,Battambang,Thma Koul,Boeng Pring,Fisheries,Community Fishery,Inland fishery,,Agreement_Poy_Ta_Sek__26.12.2007.pdf,,29.04.2022,English
