_id,geometry,map_id,name,size_ha,province,district,commune,type_area,category,region,issuedate,reference,referen_kh,last_updat,language
125,0106000020887F00000100000001030000000100000007000000F8C2648A4D1D2241B8D1003EF59C364170E7FB8963242241704694461B8C36413055308A1523224188416045728E36419031778D751B2241B025E443C59036419028ED8DDB182241483789415395364178711B8D3519224110E9B73F16993641F8C2648A4D1D2241B8D1003EF59C3641,f_cfi_403,Kampong Pang,194,Stung Treng,Siem Bouk,Kang Cham,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
126,0106000020887F0000010000000103000000010000000A00000068DE716AE3612241A80A46458394364110022B67296A224108F9A047769036413033333338612241A86054D2EB9136418095436B35612241489D8046EC91364100098A9F845A2241480C02ABCF903641880D4F6F6D59224138B4C846A1903641487B836FBF572241E09C1145F193364100F77560095A224110C7BA080A9536410868226C8F5D2241905CFE43BA96364168DE716AE3612241A80A464583943641,f_cfi_402,Damrei Phong,325,Stung Treng,Siem Bouk,Koh Sampeay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
127,0106000020887F00000100000001030000000100000007000000283A926BDF77224160984C65E754364138CD3B6EE7732241703D0A67EA503641F83A706E69732241D878E9661B513641F07C3F7565622241D8096862C858364198C420707B6A2241585BB15F2A5F364120166A6D31712241F8E46161565C3641283A926BDF77224160984C65E7543641,f_cfi_405,Koh Chrim,425,Stung Treng,Siem Bouk,Ou Mreah,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
128,0106000020887F00000100000001030000000100000008000000F86C561DDC86224138B4C896EFB3354160EE5A82DB862241F8A9F1B2EEB33541D0F753837984224170CE88B28FB43541B88D0670599F2241888EE4A247D83541E86A2B76DB972241A0A223A95ECA3541D02B6579C7922241009A08ABDAC53541E8D9AC7A2B912241A82C43AC17C33541F86C561DDC86224138B4C896EFB33541,f_cfi_404,Kampong Rotes,527,Kratie,Sambor,Boeung Char,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
129,0106000020887F0000010000000103000000010000000C000000E8263168A7702241401CEB52FE793641D05D4B68C3712241A033A2548F763641189E5E69536B2241904AEAC4747D3641C8C3426DB15A224170D71232468F3641880D4F6F6D59224138B4C846A190364100098A9F845A2241480C02ABCF9036418095436B35612241489D8046EC9136413033333338612241A86054D2EB913641283A926BCB612241780B2448A48E36410044FA6D2C6B2241E0718A9E588136413870CE684F6E2241F8E46151E67C3641E8263168A7702241401CEB52FE793641,f_cfi_407,Koh Krouch,579,Stung Treng,Siem Bouk,Sre Krasang,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
130,0106000020887F0000010000000103000000010000000D000000608FC235D5922241A82C43FC532C3741402CD43A1B892241A82C43FC622B374160DC464345762241B08BDBF85C30374190E4F23F837C224100E78CF8913137419087853AFF722241808CB96B6238374198658843B7722241708A8EF495383741F8EDEBA0017A2241084625B55A413741E09C1125B87D2241508D97EED145374178C7293A917F2241688863ED0A483741C8EEC923E3872241885AD3EC123C3741E8D0229B728D2241F01FD22F13343741004D846DB38E2241908785AA45323741608FC235D5922241A82C43FC532C3741,f_cfi_406,Koh Hib,1129,Stung Treng,Thala Barivat,Ou Svay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
131,0106000020887F00000100000001030000000100000006000000A03C2C3449A4224130B29D0F4E0737411873D73217AB2241A80A4615A4FC3641D0AACF35EBA42241806ABC141CFD364198FF903E71962241A0B43718BFF43641C8FEB23B7799224138F8C214F9FB3641A03C2C3449A4224130B29D0F4E073741,f_cfi_413,Koh Sralaov,1687,Stung Treng,Thala Barivat,Koh Snaeng,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
132,0106000020887F0000010000000103000000010000000700000008A3923A5D692241D85F76CF0681374148696F30157F2241D000DED25A7C374128A0893005802241D8C56DD45F793741F00DBE304780224138EF38D5CB77374188EB5138076F224188C954D1D87D3741403EE839F56B2241F8E461D17B7D374108A3923A5D692241D85F76CF06813741,f_cfi_408,Koh Lgor,508,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
133,0106000020887F0000010000000103000000010000000B000000B059F5D9958B2241689A777CC46A3741E8839E2D618B2241689A77DC9D6A3741E07A142EFD892241381AC0DBD96B3741B00C71ACAD8922413008AC5C3C74374160BA492C99892241686666D66576374110E02D30F0892241C0529661EC783741C039232AB78A2241C8293AD2B27E3741E09C11056A8E2241107A368BE7743741C039232A778F2241F0FDD4D81E723741A88251290B922241188C4ADA806F3741B059F5D9958B2241689A777CC46A3741,f_cfi_410,Koh Pnov,514,Stung Treng,Thala Barivat,Ou Svay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
134,0106000020887F0000010000000103000000010000000700000078BE9F9A4B90254128287EEC859F374128F6979DB98B254148BF7DED059D3741183FC69C35882541682BF6E768A73741A0B43798C98D2541904AEAE412AE3741D0AACF95DB922541E09387E581AD374170B5159B838B2541E82631E85EA7374178BE9F9A4B90254128287EEC859F3741,f_cfi_409,Koh Peak,321.71,Ratanak Kiri,Veun Sai,Koh Peak,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
135,0106000020887F0000010000000103000000010000000900000038DF4F2D55AA2241686FF005411B3741F038452763BA2241381AC00B33113741F8065FF86AB82241682BF6C79C113741D8CEF7B3CCB5224180E2C75829123741508D972E63AA2241F0F44A098E14374168B3EA3301A422417836AB0E33093741E86A2B36979D22411851DA0B3A0E37413033333381A3224150DA1B0C450E374138DF4F2D55AA2241686FF005411B3741,f_cfi_412,Koh Snaeng,2480,Stung Treng,Thala Barivat,Koh Snaeng,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
136,0106000020887F00000100000001030000000100000007000000A05E296BC774224128A913605E5F364120166A6D31712241F8E46161565C3641C07493787F55224108AC1C5AA668364168226C78C35422413870CE583F6B3641C074937871532241408B6C57F86D3641189E5E6915732241C84B37594D6D3641A05E296BC774224128A913605E5F3641,f_cfi_411,Koh Preah,1351,Stung Treng,Siem Bouk,Koh Preah,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
137,0106000020887F00000100000001030000000100000007000000188C4A2A75C922410019732703DB3641F8285C2F7DC02241C0749328D6D73641388941200DDB224160A1D62406E2364120D26F1F95DC2241C8DCB5246DE23641D088D21EB3DD2241104FAF2498E2364138EF3825D3D22241C898BB2664DD3641188C4A2A75C922410019732703DB3641,f_cfi_401,Chur Ta Mau,505,Stung Treng,Sesan,Kamphun,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
138,0106000020887F00000100000001030000000100000007000000C042AD89AF97224198900FDAF7613541D0CCCC8CA794224138CD3BDEA8583541880D4F8F678E2241D8ACFADCBA5A3541B896908F458C2241009A08DBB55E354110E02D908D89224180D93DD95462354158302A89CD97224120A7E8D86B643541C042AD89AF97224198900FDAF7613541,f_cfi_400,Anlong Preahkou,351,Kratie,Sambor,Voadthonak,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
139,0106000020887F0000010000000103000000010000000D000000E82631C8091F2541F80FE997F68837416007CED9BB1E2541B07BF2F0E788374170CE88D2EC1D2541D0DEE0AB31893741907571DBD91A2541B88D06F0498A3741205A64DBCF1A2541A8ADD8EF9F8A3741587DAEB6455D2541102DB2EDE69637411083C0CA3B5F2541180456FE4A963741E873B5B58F5F2541C8B12EEE3096374178A52C43EA5E2541D0BCE3A4E4953741F0384567D75E2541A857CAF2DB953741B8490C22C55C2541482EFF71E7943741A0B437B88B5B254140A4DFEE56943741E82631C8091F2541F80FE997F6883741,f_cfi_423,Pong Veun Sai,469.18,Ratanak Kiri,"Pong, Veun Sai",Veun Sai,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
140,0106000020887F00000100000001030000000100000009000000F897DD9392B02241381AC06B57FB3541401CEB6257AD2241088A1F93D0FA3541B0506BBA04B62241383CBDE2E0FF3541F87E6A5C5FB8224198BB969040013641506210587BBC2241304CA68A140E364150840D4FD7D02241F86C568D790A3641580E2D52C5CC224110E02D901B043641303333535FCC2241109C3392DFFF3541F897DD9392B02241381AC06B57FB3541,f_cfi_422,Ponchea,849,Kratie,Sambor,Ou Krieng,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
141,0106000020887F0000010000000103000000010000000700000018FBCB8E03942241482575E27D4F3541C09F1A8FBB94224148EA04E42A4C35410019739731822241F0C9C3E20C4D3541B0E1E9958785224160E5D0E2384D3541880D4F8F678E2241D8ACFADCBA5A3541D0CCCC8CA794224138CD3BDEA858354118FBCB8E03942241482575E27D4F3541,f_cfi_425,Prek Kreang,1040,Kratie,Sambor,Voadthonak,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
142,0106000020887F0000010000000103000000010000000700000030772DA1D3AC2241689A772C9BAF344190A0F8B17B8B2241585BB12FFEA43441E8B7AFA3BBA4224100D578296EB53441886CE79B53B22241D88AFD259DBE344150742497F3BE2241E81DA728F8B93441587DAE9603C02241F0FDD428B2B9344130772DA1D3AC2241689A772C9BAF3441,f_cfi_424,Prek Saman,1274,Kratie,Chhlong,Prek Saman,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
143,0106000020887F00000100000001030000000100000007000000B8627F795955224140F1635CF0633641886CE77B67502241F09E3C5CCC63364108A3927A1750224158423E58F86B364160FE437A0D502241408B6C57A86D3641C074937871532241408B6C57F86D36416819E2787B552241D8F0F45AEA663641B8627F795955224140F1635CF0633641,f_cfi_427,Siem Bouk,181,Stung Treng,Siem Bouk,Siem Bouk,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
144,0106000020887F00000100000001030000000100000009000000D83D7958478F224110C7BAB8660B354120C9E59FA58A224190A0F801FC093541C8293AF20286224130E6AEB5020A3541F02FBBA75B792241C05B2001150A3541B8B88DA60B7B2241C86D34004D0C354110A5BDA159812241B81E85FB27173541A89BC4A07F842241F875E0FC84143541E0BE0E9C31922241582041014B0C3541D83D7958478F224110C7BAB8660B3541,f_cfi_426,Saob Leu,826,Kratie,Prek Prasab,Saob,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
145,0106000020887F0000010000000103000000010000000B000000C8C3426DB15A224170D71232468F3641C09F1A6FDB5A2241A0B43748D58D364158204171FD552241408B6C47FD8E3641105839740750224138AB3E47CF8E36418095436B8B522241C820B032E1B8364170F90F69EB592241A8CFD5361FB136410868226C33582241787AA53C29A5364100F77560095A224110C7BA080A953641D044D890845A2241B815FB2BD090364100098A9F845A2241480C02ABCF903641C8C3426DB15A224170D71232468F3641,f_cfi_428,Svay,1268,Stung Treng,Siem Bouk,Koh Sralay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
146,0106000020887F0000010000000103000000010000000A000000709318C413EC1A41F8A9F172B9E0354100F016C8FFE41A41A813D074AFDC3541A0E848AECADD1A41C8FEB23B48E2354150302AE95CDC1A41C8EEC94364E33541A04E4053D0DC1A41084625D57EE3354130ED0D7EFFDE1A41A023B98CFFE33541C0B88DC6C3E51A41D03B4E71FFE33541905CFEC38BEB1A41B069DE71ECE23541B00C712CA6EB1A41D856EC1F7FE23541709318C413EC1A41F8A9F172B9E03541,f_cfi_415,Ou Chaok,195,Kampong Thom,Stoung,Msar Krang,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
147,0106000020887F00000100000001030000000100000007000000C84B3789FF7E2241E8D9ACBAB7A23541B00C718C3B78224108A392BA3FA23541D0F753837984224170CE88B28FB43541F86C561DDC86224138B4C896EFB33541F0D24D82DF862241F8A9F1B2EEB33541E09C118523842241002B87B603AC3541C84B3789FF7E2241E8D9ACBAB7A23541,f_cfi_414,Koh Tambang,147,Kratie,Sambor,Boeung Char,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
148,0106000020887F00000100000001030000000100000007000000587DAE76035E224188DB6860825C3641F00DBE70AD73224138DF4F6DF243364198218E750966224108F016686F4D3641D0AACF754F64224120F46C66B2503641A835CD7B95502241A82C435CC6633641B8627F795955224140F1635CF0633641587DAE76035E224188DB6860825C3641,f_cfi_417,Ou Lang,890,Stung Treng,Siem Bouk,Siem Bouk,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
149,0106000020887F000001000000010300000001000000070000009075715B399B2241A88251690050364158643B5F47952241A83E576B3D4B364158D3BC63C58A2241189E5E694C4E3641E0361A603591224188EB51681351364140A4DF5E7193224150621068DC51364148C8075DD7972241B86B09693F5036419075715B399B2241A882516900503641,f_cfi_416,Ou Chrolang,299,Stung Treng,Siem Bouk,Ou Mreah,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
150,0106000020887F000001000000010300000001000000070000001058397495552241A8DFBE4E0080364138B4C87651512241F01FD24F667D3641F0F44A79DF4B2241A0D6344F217E3641105839740750224138AB3E47CF8E364158204171FD552241408B6C47FD8E3641C09F1A6FDB5A2241A0B43748D58D36411058397495552241A8DFBE4E00803641,f_cfi_419,Pchul,668,Stung Treng,Siem Bouk,Koh Sralay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
151,0106000020887F00000100000001030000000100000007000000E0361A603591224188EB51681351364158D3BC63C58A2241189E5E694C4E3641E81DA768617F2241B8A6796720513641C8E53F6449862241D0BCE3641A573641F8E46161358D2241B8B88D665C543641782D215FC39222414082E26723523641E0361A603591224188EB516813513641,f_cfi_418,Ou Mreah,301,Stung Treng,Siem Bouk,Ou Mreah,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
152,0106000020887F0000010000000103000000010000000700000030431C0B0F05234140C6DC2523E4364138CD3B0EBFFF224120EBE2268CE13641C8C3420D21012341E86A2B2620E33641589FAB0D2F002341083411263DE33641208E751153F8224140CF6625CFE33641B8A67907F70B23417858A82541E5364130431C0B0F05234140C6DC2523E43641,f_cfi_421,Phluk Mean Chey,1018,Stung Treng,Sesan,Phluk,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
153,0106000020887F00000100000001030000000100000007000000E09387E5611A2241004D842DA89E3441A879C7E955132241B88D063057983441787AA5EC5D0B22419028ED2D479C34411083C0EAA30A224108F016283FA9344130772DE159212241D8F97E2A08A63441A0923AE11B23224158B1BF2C3BA13441E09387E5611A2241004D842DA89E3441,f_cfi_420,Phum Thmei,1441,Kratie,Chhlong,Khsach Andet,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
154,0106000020887F0000010000000103000000010000000E000000C039232AB78A2241C8293AD2B27E374108AC1C7AC28F224178E926A1BB743741E0141D2995922241D8F97EDA276F374188FD65974690224128A91360576C37417068910D948E224128A91340456A3741787AA52CC58D224110363CDD48693741B059F5D9958B2241689A777CC46A3741E07A142EFD892241381AC0DBD96B3741506210F894882241E09387951A7337416844692FD687224158A835FDF176374108F9A0E7418722417836AB4EEE793741B00C712C8786224170CE88D2B07D374130431C2B51892241888EE4D2437D3741C039232AB78A2241C8293AD2B27E3741,f_cfi_440,Ou Svay,311,Stung Treng,Thala Barivat,Ou Svay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
155,0106000020887F0000010000000103000000010000000A00000098559F2BB78A2241A0F831D6E276374160BA492C99892241686666D6657637416844692FD687224158A835FDF176374128A0893005802241D8C56DD45F79374148696F30157F2241D000DED25A7C374140575B31B17C2241D812F2D1E67D374108F9A0E7418722417836AB4EEE79374110E02D30F0892241C0529661EC7837418095432BC98A2241182653D59A78374198559F2BB78A2241A0F831D6E2763741,f_cfi_439,Koh Chheu Teal Thom,329,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
156,0106000020887F00000100000001030000000100000009000000484772990D7B2241189E5E09BA4E374138234A3BDF7A224170E7FBE95A4E3741B059F539557B2241B8AF03E74454374128871639C37B2241F07C3FE5C7573741C8A14536E97E2241109C33E2195E3741201FF42C258E2241508D97DEAB663741D02B6539FF7C224188F4DBE7B6523741181DC985D37B2241E0E9951250503741484772990D7B2241189E5E09BA4E3741,f_cfi_442,Ou Run,1363,Stung Treng,Thala Barivat,Ou Svay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
157,0106000020887F00000100000001030000000100000007000000E8839E2D618B2241689A77DC9D6A3741881F632E2D8A2241F875E0DCAA693741487B832FA1882241589FABDDF067374148E17A34697D2241107A36DBBC6B3741982A18355B7A22413090A0D89170374148696F309983224158302AD95B703741E8839E2D618B2241689A77DC9D6A3741,f_cfi_441,Koh Chheu Teal Touch,464,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
158,0106000020887F0000010000000103000000010000000A000000E8D0229B728D2241F01FD22F133437417858A8351F912241C042ADF949313741004D846DB38E2241908785AA45323741C0E3143D917F2241F07C3FF56A38374198658843B7722241708A8EF4953837416809F940D9732241684469EFEC42374178A52C43096E2241E88C28EDD9463741F8EDEBA0017A2241084625B55A413741C0F5283CE57E2241F8DBD7F11B3F3741E8D0229B728D2241F01FD22F13343741,f_cfi_444,Veun Sean,1363,Stung Treng,Thala Barivat,Ou Svay,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
159,0106000020887F0000010000000103000000010000000B000000E8E2363AF9782241905374E41A59374178A52C43096E2241E88C28EDD9463741A089B041716E2241F0EBC0E9A14D3741E0581737BE742241703D0A870B66374100BC05726C752241304CA69AAE6837414850FC387B75224160BA49DCE768374108560E0D4E742241385EBAB9906A3741B8627F394B732241C03099DAFD6B3741384ED1D196732241E0141DB9216C37413090A038D3742241D01951DAB76C3741E8E2363AF9782241905374E41A593741,f_cfi_443,Krola Peas,2425,Stung Treng,Thala Barivat,Preah Rumkel,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
160,0106000020887F00000100000001030000000100000010000000D0F753233191224170F90F29AE243741A8CFD536C3942241E8FBA901B8213741D8A370FD22942241982A18F504223741B86B0919877E224198779CC2652C374160DC464345762241B08BDBF85C30374100B37BF2F46722410812144F4B3B3741C05B2081295F2241B00C71AC0242374198438B4C6B5C2241C8BAB8ED1A44374100DE02498964224100098AEF3841374110022B475F692241F8E461F10A3E37419087853AFF722241808CB96B62383741402CD43A1B892241A82C43FC622B3741A857CA52568C2241287502FAB4283741302AA933B1902241686FF045182537419028ED4D2E91224180AEB682B0243741D0F753233191224170F90F29AE243741,f_cfi_446,Koh Kantheay,1195,Stung Treng,Thala Barivat,Koh Snaeng,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
161,0106000020887F00000100000001030000000100000007000000608FC235D5922241A82C43FC532C3741A045B63379962241D0DEE0FB6C2D3741A045B6335B982241881F63FE9728374158204131699E224158522700A6253741E0E99532BD9D2241383CBD0270203741806ABC345198224198B20C0149233741608FC235D5922241A82C43FC532C3741,f_cfi_445,Koh Kei,408,Stung Treng,Thala Barivat,Koh Snaeng,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
162,0106000020887F0000010000000103000000010000000B00000040C6DC95939622417858A8A543EC3641B02E6E43F3902241E8839E1D5DE93641F8E46141B9912241C84B371943F23641701B0D402F9322417814AE177CF5364190ED7C3F8B942241780B2418B7F43641B0BFEC3E3596224120A7E81856F33641F831E6CE799A2241C8B12E6EA0F03641B8270F8BC49A224158EC2FFB70F0364150D1913C859C224158EC2F1B54EF3641C0D32B85749A2241F0F44A8943EE364140C6DC95939622417858A8A543EC3641,f_cfi_432,Thmei,323,Stung Treng,Stung Treng,Samaki,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
163,0106000020887F00000100000001030000000100000007000000D06F5F678B792241689A775C3A673641C8E53F6447862241D0BCE36419573641A0F83166CF81224158CA32642058364100DE0269897B224188855A634359364190CB7F6847792241C09F1A5FC4613641B8A67967BD7A2241A8E8485EA2633641D06F5F678B792241689A775C3A673641,f_cfi_430,Tboung Kla,632,Stung Treng,Siem Bouk,Ou Mreah,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
164,0106000020887F00000100000001030000000100000007000000C074937871532241408B6C57F86D364160FE437A0D502241408B6C57A86D364178BE9F7A034A224180FB3A50D97B3641F0F44A79DF4B2241A0D6344F217E364138B4C87651512241F01FD24F667D3641C074937857522241B0E1E955F6703641C074937871532241408B6C57F86D3641,f_cfi_434,Tonsaong,437,Stung Treng,Siem Bouk,Siem Bouk,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
165,0106000020887F00000100000001030000000100000007000000B00C718C3B78224108A392BA3FA2354170C5FE92B76F224118B7D1C01694354130211F94C76C2241B88D06C07E953541F0A7C68B7B762241A0EFA7B66FAA3541780B2488157C2241203867B4BBAF354140E8D98C2F772241D01951BAB7A23541B00C718C3B78224108A392BA3FA23541,f_cfi_433,Tomrae,189,Kratie,Sambor,Boeung Char,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
166,0106000020887F0000010000000103000000010000000B000000B8490C22C55C2541482EFF71E794374110BE30B971592541E0718AEEBB943741F0384567D75E2541A857CAF2DB953741784F1EB6E55E254160764FEEDE95374178A52C43EA5E2541D0BCE3A4E49537411083C0CA3B5F2541180456FE4A963741F08E53B41561254108560EED9D98374188DB68A0AF87254118FBCBEEF099374120DBF99EFF8A2541487B83EFF5983741C05B20A1AF872541388941F018973741B8490C22C55C2541482EFF71E7943741,f_cfi_436,Kachounkoklak,333,Ratanak Kiri,Veun Sai,"Ka Choun, Kok Lak",Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
167,0106000020887F0000010000000103000000010000000700000058302A89CD97224120A7E8D86B64354110E02D908D89224180D93DD954623541D04D62908F882241485986D8B9633541C832C491EB83224120F46CD6C867354198559F8B158D2241286519D2FE713541E002098AB993224130DD24D6F969354158302A89CD97224120A7E8D86B643541,f_cfi_435,Voadthonak,680,Kratie,Sambor,Voadthonak,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
168,0106000020887F000001000000010300000001000000090000001895D469BC962341E0718A9E59EC364128A089D0A87C2341C0E3142DDEE1364170D712D25C792341E895B22C50E2364140FAEDCBC47F2341D88AFD2582F03641E81DA7887EF72341B059F5199215374190CB7F886CF82341A067B31A2B143741E002098A00F62341A83E571BA5123741809ECDCA2AA42341E09387C5BFF136411895D469BC962341E0718A9E59EC3641,f_cfi_438,Srekor Mean Chey,1667,Stung Treng,Sesan,Sre Kor,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
169,0106000020887F00000100000001030000000100000007000000C030998A97A62541D8C56DE41AB23741F8E4618137B7254100780BE4F0B437416029CB7087D62541A813D0E45AB73741F0B0506BEDE22541F03845E71FB4374198559F6B09E32541E04603E8B6B23741E02D908007BA254140CF66E5A0B23741C030998A97A62541D8C56DE41AB23741,f_cfi_437,Koh Pang,377.38,Ratanak Kiri,Veun Sai,Koh Pang,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
170,0106000020887F0000010000000103000000010000000A000000285305A367852241986588030A063541C8073DBBB5512241088A1F03D0013541A89BC4E0CF6C2241D03B4E3100063541C8293AF20286224130E6AEB5020A354120DBF99E4D8C224108C58F01030B3541D83D7958478F224110C7BAB8660B3541E0BE0E9C6B922241D81B7C01D00B354188D2DEA0D3882241C8293A023C09354180D0B399AD982241986E1203FD083541285305A367852241986588030A063541,f_cfi_455,Prek Roka,595,Kratie,Prek Prasab,Saob,Fisheries,Community Fishery,Inland fishery,26/12/2011,Prakas_No_628__26.12.2011.pdf,,22/5/2014,English
171,0106000020887F0000010000000103000000010000000900000000B37B9278442041B0EA735584C1324100B37B92C43B2041B0EA735517BD324100B37B9290352041B0EA735582DC3241482EFFA1073720414060E54013DE324170C5FEF2F237204138234ACB0EDF324100B37B92BA432041B0EA7355A6EB324100B37B9234462041B0EA7355F5DA324100B37B92BA432041B0EA73554CCE324100B37B9278442041B0EA735584C13241,f_cfi_461,Angkor Angk,3826,Prey Veng,Peam Chor,Angkor Ang,Fisheries,Community Fishery,Inland fishery,14/3/2011,Prakas_No_123__14.03.2011.pdf,,20/11/2014,English
172,0106000020887F0000010000000103000000010000000D00000000B37B926E162041B0EA73550355364100B37B92B2152041B0EA7355BC543641B8EA73753314204110C7BA58AB563641C096906FFC112041E89E3CFC8759364100B37B92C0112041B0EA7355D559364140CF6635C7102041C819512A7E5C364100B37B927E0D2041B0EA73557565364108CE19B1B10D2041201FF4CC7965364100B37B924C0E2041B0EA73558765364100B37B9284132041B0EA7355456336414082E2C7AD132041588FC2B57B62364160C3D38B651420418806F096F85E364100B37B926E162041B0EA735503553641,f_cfi_463,Anlong Trei Sre Ksach,33,Kampong Thom,Sandan,Dang Kambet,Fisheries,Community Fishery,Inland fishery,14/3/2011,Prakas_No_123__14.03.2011.pdf,,20/11/2014,English
173,0106000020887F0000020000000103000000010000000500000038AB3ED716102041D8D781C3EA463641A879C7A905102041B07BF2C0F0463641A879C7E90710204138795838F146364100B37B9216102041B0EA7355EC46364138AB3ED716102041D8D781C3EA4636410103000000010000000E00000038AB3ED716102041D8D781C3EA46364100B37B92A21A2041B0EA73553D433641D0DEE00B93182041F075E00C2641364140E8D98C9D162041607FD92D293F364100B37B921E162041B0EA7355A83E364100B37B9254162041B0EA73552E3F3641E06800EFD313204100917E0B06393641F853E325DF12204198C420C0AB36364100B37B92DE122041B0EA7355AA363641B815FB6BDE122041B8B88D36AB363641484772995A12204158423EC8AD393641808CB96B0F112041505227B03D413641C8E53F4497102041B003E70CFC43364138AB3ED716102041D8D781C3EA463641,f_cfi_462,Anlong Trei Sompor Meanchey,46,Kampong Thom,Sandan,Dang Kambet,Fisheries,Community Fishery,Inland fishery,14/3/2011,Prakas_No_123__14.03.2011.pdf,,20/11/2014,English
